CPD-1106	C03557
CPD-12100	C20779
9-RIBURONOSYLADENINE	C11501
SELENITE	C05684
CPD-15318	C03736
CPD-19272	C06627
MPBQ	C15882
CPD-579	C03623
O-SUCCINYL-L-HOMOSERINE	C01118
CPD-15030	C09804
CPD-981	C06726
OX-COENZYME-F420	C00876
CPD-9940	C06538
CPD-14762	C20658
CPD-13766	C07354
CPD-315	C02823
N-ACETYL-SEROTONIN	C00978
CPD-9517	C18054
PELARGONIDIN-3-GLUCOSIDE-CMPD	C12137
CPD-19028	C21373
|2-Oxo-carboxylates|	C00161
ANILIDE	C01402
CPD-19192	C02227
CPD-12891	C19734
CPD-8169	C07288
CPD-10883	C16477
CPD-15231	C17706
CPD-11429	C07569
CPD-14200	C09649
OXYGEN-MOLECULE	C00007
CPD-8186	C09315
CPD-7937	C08376
25-DDOL	C06599
CPD-399	C03495
CPD-1829	C00541
EIF5A-HYPUSINE	C04679
DIHYDROKAEMPFEROL-CMPD	C00974
BR-	C01324
CARNITINE	C00318
CPD-4893	C16777
CPD-8343	C04102
CPD0-2190	C20957
CPD-8717	C12077
CPD-941	C05118
CPD-20049	C08426
CPD-1095	C01470
CPD-11712	C20737
|RS-3-Sulfolactate|	C16069
DCPIP	C00102
VANILLIN	C00755
CPD-706	C15781
CPD-7609	C19733
GLYCOLLATE	C00160
|7-Beta-Hydroxysteroids|	C02956
|Thyroglobulin-3-5-diiodotyrosines|	C16731
CPD-13656	C19934
3-MERCAPTO-2-MERCAPTOMETHYLPROPANOATE	C04371
CPD-18556	C21704
GLUCOTROPEOLIN	C02153
CPD-8155	C05797
CPD-7088	C05909
CPD-10777	C16421
TRIMETHYLAMINE-N-O	C01104
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	C04916
QUINOLIN-4-OL	C06343
CPD-20309	C14851
CPD66-17	D00434
CPD-9435	C19821
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	C01302
CPD-52	C02123
CPD-7028	C16419
|Thiopurines|	C01756
CPD-15014	C20579
CPD-8997	C11389
CPD-19258	C06571
CPD-13354	C06046
CPD0-2621	C12649
CPD-16515	C20805
CPD-14464	C20408
CPD-14219	C17973
CPD-349	C16593
CPD-11285	C11169
6-DEMETHYLSTERIGMATOCYSTIN	C03683
CPD-12988	C21474
CPD-18749	C14453
CPD-17183	C08269
|Cinnamoyl-CoAs|	C00540
CPD-7712	C06172
GLUCOSYL-LIMONIN	C06740
|N6-Alkylaminopurine-glucoside|	C04422
5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL	C05439
CPD-942	C20125
35-DIBROMO-4-HYDROXYBENZONITRILE	C04178
CPD-15500	C16509
|Charged-TRP-tRNAs|	C03512
GLYCODEOXYCHOLIC_ACID	C05464
CPD-430	C03712
CPD-19097	C14079
|Aliphatic-Aldoximes|	C16073
CPD-17561	C07555
CPD-12837	C20643
CPD-18757	C21185
PENICILLIN-G	C05551
CPD-12184	C17740
GTP	C00044
TRANS-CINNAMOYL-BETA-D-GLUCOSE	C04164
CPD-289	C04221
CPD-9250	C20713
BISOHMYR-GLC	C04932
NN-DIMETHYLANILINE	C02846
CPD-180	C01283
CPD-19102	C21473
|Alcohols|	C00069
ISONOCARDICIN-A	C00927
CPD-10753	C19972
4-GUANIDO-BUTYRAMIDE	C03078
CPD0-2117	C05272
GIBBERELLIN	C01699
CPD-6362	C11130
CPD-13925	C20152
CPD-10227	C12215
ADIPATE	C06104
LYXOSE	C00476
CPD-6884	C10086
BARBITURATE	C00813
CREPENYNATE	C07289
|Elemental-Sulfur|	C00087
|3-Beta-Hydroxysterol-Esters|	C03587
CPD-3221	C20244
2-2-METHYLTHIOETHYLMALIC-ACID	C17210
CHLOROBENZENE	C06990
DOCOSANOATE	C08281
CL-	C00698
CPD-16658	C21001
|Charged-TYR-tRNAs|	C02839
D-RIBULOSE	C00309
TESTOSTERONE	C00535
CPD-14328	C20428
CPD0-2610	C06877
PSEUDOURIDINE-5-P	C01168
|B-antigen|	C04866
CPD-9950	C08301
CPD-19134	C21286
BA+2	C13881
CPD-10353	C00810
DODECANOATE	C02679
CPD-806	C06557
DEAMIDO-NAD	C00857
CPD-16719	C21827
CPD-12897	C16466
CPD-560	C03089
|N6-O-disulfo-D-glucosamine|	C03789
CPD-8964	C11025
CPD-13931	C20226
CPD-13044	C20781
CPD-17667	C09154
CPD-10902	C02181
CPD-19006	C21753
HYDROXY-ETC-METHYLPYRIMIDINIUM	C04908
CPD-20496	C12753
CPD-101	C01880
PHOSPHORYL-CHOLINE	C00588
DGTP	C00286
CPD-12493	C16251
DIETHYLPHOSPHATE	C06608
|Charged-ALA-tRNAs|	C00886
CPD-7104	C07351
|O-phospho-L-seryl-tRNASecs|	C16638
|Deoxystreptamine-Antib|	C03922
PANTOTHENATE	C00864
ERYTHRULOSE	C02045
GERANIOL	C01500
ACETONE	C00207
GLUCOSAMINYL-16-ETCETERA-GALACTOSAMINYL-	C04917
CPD-12151	C06419
CPD-10836	C18300
R-6-HYDROXYNICOTINE	C03043
CPD-239	C01678
CPD-786	C03063
GLUTATHIONE	C00051
CPD-10079	C07026
CPD-220	C00792
|L-aspartyl-tRNAAsn|	C06113
METHYLBUT-CPD	C02223
CPD-11573	C20443
CPD-15735	C12430
AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP	C04752
CPD-10129	C08431
CPD-13806	C06633
|Long-Chain-Acyl-CoAs|	C02843
3-HYDROXY-N6N6N6-TRIMETHYL-L-LYSINE	C01259
CPD-10387	C15748
BETA-TOCOPHEROL	C14152
1016-DIHYDROXYPALMITATE	C08285
CPD-679	C06319
OROTATE	C00295
PAMIDRONATE	C07395
CPD0-1395	C16845
CPD-618	C04593
3-HYDROXYBENZOATE	C00587
CPD-1062	C04136
CPD-7237	C17339
L-THREONATE	C01620
ACP	C00229
CPD-9408	C06028
A-LIPID-HYDROPEROXIDE	C01025
TROPINONE	C00783
CPD-14849	C12667
CPD-10477	C16999
CPD0-1445	C20958
CPD-14452	C09311
CPD-9194	C20151
CPD-17522	C21164
CPD-12948	C12401
CPD-292	C06123
|3b-hydroxy-D5-steroids|	C03836
CPD-501	C04037
CPD-19713	C21724
CPD-18737	C13732
|3-Oxo-5-Alpha-Steroids|	C02940
3-7-DIMETHYLXANTHINE	C07480
OH-HEXANOYL-COA	C05268
CPD-17510	C20953
CPD-13885	C20194
CPD-17195	C20528
N-ACETYLISATIN	C02172
3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE	C15484
GUANIDOACETIC_ACID	C00581
OCTAPRENYL-DIPHOSPHATE	C04146
|Citronellals|	C17384
CPDQT-277	C17233
CPD-17540	C20963
CPD-12872	C12119
CPD-14522	C21117
CPD0-2015	C02712
CPD-14397	C08368
CPD-12214	C18071
CPD-1903	C01765
CHLORALAN-CPD	C02635
GUANOSINE-5DP-3DP	C01228
GERMANICOL	C19833
TESTOLATE	C01618
CPD-8844	C21795
CPD-11945	C08652
CPD-10783	C21201
CPD-14173	C06382
RENILLA-LUCIFERIN	C00982
CPD-541	C01225
UDP-L-RHAMNOSE	C02199
CPD-10223	C12211
CPD-926	C07729
CPD-10636	C12834
ASPULVINONE-E	C02006
CYCLOARTENOL	C01902
CAMP	C00575
12-D-GLUCOSYL-5-D-GALACTOSYLOXY-L-LYS	C04759
|G5-pppR-mRNAs|	C02031
CPD-15227	C20577
HYDROXYMETHYL-ETCETERA-DIHYDROXYCYCLOHEX	C04815
GLYCOLITHOCHOLATE	C15557
CPD-347	C02457
PROPIONYL-P	C02876
N2-ACETYL-ALPHA-AMIN	C12986
CPD-309	C04137
CPD-11925	C16766
CPD-12875	C19743
CPD-208	C04348
CPDQT-39	C17227
N3-ACETYLGENTAMICIN-C	C03297
CPD-13486	C04468
L-XYLONO-14-LACTONE	C02994
1-INDANONE	C01504
